CONTINENT,SIZE,country,gppd_idnr,name,capacity_m,commission,T1__6_year,T2__3_year,latitude,longitude
South America,Small,BRA,BRA0030796,Bertussi,1,2011,2005,2014,-28.8669,-50.939
South America,Small,BRA,BRA0030813,CambarÃ¡,3.59,2012,2006,2015,-15.9697,-55.0883
South America,Small,BRA,BRA0030814,EmbaÃºba,4.5,2012,2006,2015,-15.9825,-55.0828
South America,Small,BRA,BRA0030836,Moinho,3.7,2015,2009,2018,-24.4181,-54.0271
South America,Small,BRA,BRA0030847,Miradouro,1.26,2012,2006,2015,-20.865,-42.355
South America,Small,BRA,BRA0030866,Limeira,1.26,2012,2006,2015,-21.0142,-42.461
South America,Small,BRA,BRA0030879,Bela UniÃ£o (Trincheira),2.25,2015,2009,2018,-27.7808,-54.3734
South America,Small,BRA,BRA0030935,Faria Lemos,1.224,2013,2007,2016,-20.7942,-42
South America,Small,BRA,BRA0030954,AntÃ´nio Dias,1.35,2015,2009,2018,-19.6047,-42.8583
South America,Small,BRA,BRA0030961,Santa Helena,5.335,2014,2008,2017,-17.7561,-44.4725
South America,Small,BRA,BRA0030983,Limoeiro,1.25,2015,2009,2018,-22.5781,-46.4194
South America,Small,BRA,BRA0031005,Pacheco,2,2010,2004,2013,-26.5845,-52.1836
South America,Small,BRA,BRA0031007,Divino,1.251,2013,2007,2016,-20.6994,-42.075
South America,Small,BRA,BRA0031041,Frascal,2.2,2015,2009,2018,-26.9564,-50.4889
South America,Medium,BRA,BRA0031042,Nova Mutum,14,2014,2008,2017,-13.5903,-56.2171
South America,Small,BRA,BRA0031050,Cesar Filho,7,2014,2008,2017,-12.2698,-61.1862
South America,Small,BRA,BRA0031051,Pirapanema,1.26,2013,2007,2016,-21.0172,-42.4408
South America,Small,BRA,BRA0031090,BoqueirÃ£o,1,2013,2007,2016,-7.4878,-36.1386
South America,Small,BRA,BRA0031092,AnagÃ©,1,2013,2007,2016,-14.6286,-41.1889
South America,Small,BRA,BRA0031099,Sodre,1.012,2013,2007,2016,-22.65,-45.3
South America,Small,BRA,BRA0031142,GlÃ³ria,1,2013,2007,2016,-16.0311,-55.3611
South America,Small,BRA,BRA0031144,DurandÃ©,3,2013,2007,2016,-20.0797,-41.7336
South America,Small,BRA,BRA0031216,Arroio Trinta,1,2013,2007,2016,-26.88,-51.2797
South America,Small,BRA,BRA0031244,Doido,6,2015,2009,2018,-11.7098,-46.7563
South America,Small,BRA,BRA0031249,Pardo,1.25,2015,2009,2018,-21.9042,-46.2681
South America,Small,BRA,BRA0031277,Santa BÃ¡rbara,1.1,2013,2007,2016,-20.8061,-42.3636
Asia,Medium,IND,IND0000005,ALLAIN DUHANGAN,192,2010,2004,2013,32.2258,77.207
Asia,Medium,IND,IND0000052,BHAWANI KATTALAI -II,30,2013,2007,2016,11.331,77.758
Asia,Medium,IND,IND0000053,BHAWANI KATTALAI -III,30,2012,2006,2015,11.2428,77.8659
Asia,Medium,IND,IND0000070,BUDHIL,70,2012,2006,2015,32.4584,76.532
Asia,Medium,IND,IND0000075,CHAMERA-III,231,2012,2006,2015,32.4733,76.44
Asia,Medium,IND,IND0000084,CHUTAK,44,2012,2006,2015,34.4903,76.1137
Asia,Medium,IND,IND0000085,CHUZACHEN,110,2013,2007,2016,27.2093,88.6659
Asia,Medium,IND,IND0000129,GHATGHAR PSS,250,2008,2002,2011,19.5334,73.6509
Asia,Medium,IND,IND0000161,JORETHANG LOOP,96,2015,2009,2018,27.1598,88.2924
Asia,Medium,IND,IND0000181,KARBI LANGPI,100,2007,2001,2010,25.9552,92.5171
Asia,Large,IND,IND0000182,KARCHAM WANGTOO,"1,000.00",2011,2005,2014,31.5156,78.1073
Asia,Medium,IND,IND0000226,KUTTIYADI Add ext,100,2010,2004,2013,11.5484,75.8988
Asia,Medium,IND,IND0000236,LOWER JURALA,240,2015,2009,2018,16.3125,77.7773
Asia,Medium,IND,IND0000282,MYNTDU,126,2012,2006,2015,25.2354,92.2279
Asia,Medium,IND,IND0000303,NIMOO BAZGO,45,2013,2007,2016,34.2154,77.1842
Asia,Large,IND,IND0000312,OMKARESHWAR,520,2007,2003,2010,22.2418,76.1619
Asia,Large,IND,IND0000326,PARBATI-III,520,2014,2003,2017,31.7398,77.2576
Asia,Medium,IND,IND0000345,PRIYADARSHNI JURALA,234,2009,2003,2012,16.3328,77.7036
Asia,Large,IND,IND0000347,PURULIA PSS,900,2007,2002,2010,23.1975,86.097
Asia,Large,IND,IND0000366,RAMPUR,412.02,2013,2006,2016,31.4,77.5927
Asia,Medium,IND,IND0000400,SEWA-II,120,2010,2004,2013,32.6762,75.8215
Asia,Large,IND,IND0000422,Alaknanda ,330,2015,2006,2018,30.2313,78.7924
Asia,Medium,IND,IND0000448,TEESTA LOW DAM-III,132,2013,2007,2016,27.0017,88.443
Asia,Medium,IND,IND0000487,URI -II,240,2013,2007,2016,34.0921,74.0318
North America,Medium,USA,USA0000093,Blue Lake Hydro,15.9,2014,2008,2017,57.0516,-135.2297
North America,Small,USA,USA0000466,Boulder Canyon Hydro,5,2013,2007,2016,40.0047,-105.3325
North America,Small,USA,USA0001359,Mother Ann Lee,2.1,2008,2002,2011,37.8297,-84.7247
North America,Medium,USA,USA0002193,Rainbow (MT),59,2013,2007,2016,47.5344,-111.2045
North America,Small,USA,USA0004120,New Badger,8.2,2014,2008,2017,44.2772,-88.2678
North America,Small,USA,USA0006394,Swift Creek,1.7,2010,2004,2013,42.7284,-110.9166
North America,Small,USA,USA0010323,Copper Dam Plant,2.6,2015,2009,2018,45.6652,-121.5238
North America,Small,USA,USA0010424,Gross Hydro Plant,7.8,2007,2001,2010,39.9456,-105.3565
North America,Small,USA,USA0056615,Rancho Penasquitos,4.6,2007,2001,2010,32.937,-117.1137
North America,Small,USA,USA0056893,Chester Diversion Hydroelectric Project,3.6,2014,2008,2017,44.0183,-111.5836
North America,Medium,USA,USA0056997,Arrowrock Hydroelectric Project,15,2010,2004,2013,43.595,-115.9233
North America,Medium,USA,USA0057085,Lake Dorothy Hydroelectric Project,14.3,2009,2003,2012,58.2325,-134.0533
North America,Small,USA,USA0057160,White River Lock and Dam 1,4.3,2007,2001,2010,35.7574,-91.6369
North America,Small,USA,USA0057161,White River Lock and Dam 2,3.5,2007,2001,2010,35.744,-91.7654
North America,Small,USA,USA0057184,Orono Hydro Station,2.7,2009,2003,2012,44.8803,-68.6647
North America,Small,USA,USA0057437,Juniper Ridge Hydroelectric Project,5,2010,2004,2013,44.1427,-121.2697
North America,Small,USA,USA0057665,SAF Hydroelectric LLC,9.6,2012,2006,2015,44.9789,-93.2478
North America,Medium,USA,USA0057690,Turnbull Hydro,13,2011,2005,2014,47.6053,-112.0969
North America,Medium,USA,USA0057729,Lake Hodges Hydroelectric Facility,42,2012,2006,2015,33.0586,-117.1194
North America,Small,USA,USA0057763,Youngs Creek Hydroelectric Project,7.5,2011,2005,2014,47.7916,-121.8
North America,Small,USA,USA0058257,Upper Pacolet Hydro,1.1,2013,2007,2016,34.9214,-81.7456
North America,Small,USA,USA0058384,Fargo Drop,1.1,2013,2007,2016,43.625,-116.8997
North America,Small,USA,USA0058390,Jordan Hydroelectric Project,4.4,2012,2006,2015,35.6547,-79.0683
North America,Small,USA,USA0058392,Flint Creek Hydroelectric LLC,2,2013,2007,2016,46.2275,-113.2947
North America,Small,USA,USA0058455,45 Mile Hydroelectric Project,3,2015,2009,2018,44.5281,-121.1528
North America,Small,USA,USA0058470,C-Drop Hydro,1.1,2012,2006,2015,42.1658,-121.685
North America,Small,USA,USA0058622,Carter Hydro,2.6,2012,2006,2015,40.3242,-105.2089
North America,Small,USA,USA0058685,Mahoning Creek Hydroelectric Project,6,2014,2008,2017,40.9211,-79.2817
North America,Small,USA,USA0058783,South Canal Hydro-1,4,2013,2007,2016,38.4833,-107.755
North America,Small,USA,USA0058784,South Canal Hydro-3,3.5,2013,2007,2016,38.4703,-107.7714
North America,Small,USA,USA0058873,Stuyvesant Falls,6,2013,2007,2016,42.3514,-73.7339
North America,Small,USA,USA0058901,Tri-County Water Hydropower Project,8,2014,2008,2017,38.2392,-107.7581
North America,Small,USA,USA0058977,Whitman,4.8,2015,2009,2018,55.3281,-131.5308
North America,Small,USA,USA0059357,Dorena Hydro-Electric Facility,7.5,2014,2008,2017,43.7867,-122.9581
North America,Small,USA,USA0059428,Baker Creek Hydroelectric,1.5,2014,2008,2017,40.5264,-123.7256
North America,Small,USA,USA0059437,Stillwater B,2.4,2013,2007,2016,44.9127,-68.6838
North America,Small,USA,USA0059438,Orono B,3.9,2013,2007,2016,44.8844,-68.6639
North America,Small,USA,USA0061189,Shavano Falls Hydro,2.8,2015,2009,2018,38.492,-108.0023
North America,Small,USA,USA0061190,Shavano Falls Hydro Drop 4,4.8,2015,2009,2018,38.4505,-107.7767
North America,Small,USA,USA0061217,Head of U Canal Hydro Project,1.2,2015,2009,2018,42.7628,-114.3958
North America,Small,USA,USA0061355,Arlington Outlet Hydroelectric Generator,1.3,2015,2009,2018,32.6391,-97.2429
North America,Medium,USA,USA0061853,Jordanelle Dam Hydroelectric Project,13,2008,2002,2011,40.5966,-111.4236
Africa,Large,GHA,WRI1000012,Bui,400,2013,2008,2016,8.1822,-2.1661
Africa,Medium,KEN,WRI1000046,Tana,20,2011,2005,2014,-0.7854,37.2654
Africa,Large,ETH,WRI1000056,Beles,460,2010,2005,2013,11.8196,36.9181
Africa,Medium,ETH,WRI1000058,Fincha Amerti Nesha,100,2011,2005,2014,9.558,37.3663
Africa,Large,ETH,WRI1000060,Gilgel Gibe II,420,2010,2005,2013,7.7571,37.5624
Africa,Medium,ETH,WRI1000063,Tekeze,300,2009,2003,2012,13.3492,38.7405
Africa,Medium,EGY,WRI1000109,Naga Hamadi,64,2008,2002,2011,26.1522,32.1453
Asia,Small,TWN,WRI1000423,Houli,1,2010,2004,2013,24.3108,120.7214
Asia,Large,CHN,WRI1000453,Xiluodu,"12,600.00",2013,2005,2016,28.26,103.65
Asia,Large,CHN,WRI1000454,Xiangjiaba,"6,448.00",2014,2006,2017,28.6437,104.393
Asia,Large,CHN,WRI1000460,Laxiwa,"4,200.00",2010,2004,2013,36.0703,101.1855
Asia,Large,CHN,WRI1000462,Jinping I,"3,600.00",2014,2005,2017,28.1823,101.6316
Asia,Large,CHN,WRI1000465,Gou Pi Tan,"3,000.00",2009,2003,2012,27.3744,107.633
Asia,Large,CHN,WRI1000467,Jinanqiao,"2,800.00",2010,2003,2013,26.81,100.45
Asia,Large,CHN,WRI1000469,Liyuan,"2,400.00",2015,2008,2018,27.68,100.29
Asia,Large,CHN,WRI1000470,Guandi,"2,400.00",2013,2007,2016,27.82,101.88
Asia,Large,CHN,WRI1000471,Ludila,"2,160.00",2014,2007,2017,26.2,100.82
Asia,Large,CHN,WRI1000473,Longkaikou,"1,900.00",2013,2007,2016,26.53,100.42
Asia,Large,CHN,WRI1000476,Pengshui,"1,750.00",2008,2003,2011,29.2,108.2
Asia,Large,CHN,WRI1000478,Shuibuya,"1,600.00",2008,2002,2011,30.44,110.34
Asia,Large,CHN,WRI1000490,Shatuo,"1,120.00",2009,2006,2012,28.5,108.48
Asia,Large,CHN,WRI1000491,Silin,"1,050.00",2009,2004,2012,27.37,107.63
Asia,Large,CHN,WRI1000498,Gong Guo Qiao,750,2011,2008,2014,25.59,99.335
Asia,Large,CHN,WRI1000507,Pankou,513,2012,2008,2015,32.21,110.15
Asia,Large,CHN,WRI1000532,Xianyou,"1,200.00",2013,2009,2016,25.53,118.53
Asia,Large,CHN,WRI1000534,Zhanghewan,"1,000.00",2009,2003,2012,37.77,114.06
Asia,Large,CHN,WRI1000535,Huizhou,"2,400.00",2011,2007,2014,23.27,114.31
Asia,Large,CHN,WRI1000536,Pushihe,"1,200.00",2012,2006,2015,40.42,124.68
Asia,Large,CHN,WRI1000538,Jishixia,"1,020.00",2014,2005,2017,35.83,102.7
Asia,Large,CHN,WRI1000539,Yixing,"1,000.00",2008,2003,2011,31.32,119.77
Asia,Medium,CHN,WRI1000540,Chonghu'er,110,2009,2003,2012,48.18,87.152
Asia,Medium,CHN,WRI1000541,Jilebulake,160,2013,2007,2016,48.26,86.399
Asia,Medium,CHN,WRI1000543,Jilintai II,100,2011,2005,2014,43.84,82.784
Asia,Large,CHN,WRI1000558,Huhhot,"1,200.00",2014,2005,2017,40.98,111.7
Asia,Large,CHN,WRI1000559,Baoquan,"1,200.00",2011,2004,2014,35.48,113.48
Asia,Large,CHN,WRI1000560,Heimifeng,"1,200.00",2010,2005,2013,28.46,113.01
Asia,Large,CHN,WRI1000562,Qingyuan,"1,280.00",2015,2008,2018,23.75,112.85
Asia,Large,CHN,WRI1000563,Xiangshuijian,"1,000.00",2012,2006,2015,31.11,118.29
Asia,Medium,CHN,WRI1000565,Pangduo,160,2013,2007,2016,30.18,91.352
Asia,Medium,CHN,WRI1000566,Zhikong,100,2007,2001,2010,29.97,91.877
Asia,Large,CHN,WRI1000567,Zangmu,540,2014,2009,2017,29.18,92.517
Asia,Large,CHN,WRI1000576,Qiaogong,456,2009,2006,2012,23.63,108.95
Asia,Large,LAO,WRI1001053,Nam Theun 2,"1,070.00",2010,2005,2013,18.4375,102.947
Asia,Medium,LAO,WRI1001055,Nan Mang 3,40,2011,2005,2014,18.2997,102.4033
Asia,Medium,LAO,WRI1001057,Theun Hinboun,280,2012,2006,2015,18.2098,104.5389
Asia,Large,LAO,WRI1001059,Nam Ngum 2,735,2011,2005,2014,19.3394,102.6107
Asia,Small,AZE,WRI1002186,Gusar,1,2012,2006,2015,41.3979,48.3308
Europe,Large,ISL,WRI1002794,FljÃ³tsdalsvirkjun (KÃ¡rahnjÃºkar ),690,2008,2003,2011,64.9471,-15.7931
Asia,Large,RUS,WRI1003673,Boguchanskaya HPP,"2,997.00",2012,2007,2015,58.6944,99.1489
Europe,Medium,CHE,WRI1004033,Albbruck-Wehrkraftwerk,28.4,2009,2003,2012,47.5908,8.1295
Europe,Medium,CHE,WRI1004600,Unteraa (Melchaa),12,2012,2006,2015,46.8333,8.1806
Europe,Small,CHE,WRI1004636,Wettingen-Dotierzentrale,2.1,2007,2001,2010,47.4705,8.3164
Europe,Large,AUT,WRI1005191,Kaprun Limberg II,480,2011,2006,2014,47.1985,12.7223
Europe,Medium,AUT,WRI1005224,Pernegg,22,2013,2007,2016,47.3598,15.3424
Europe,Medium,AUT,WRI1005265,Werfen-Pfarrwerfen,16,2009,2003,2012,47.4698,13.1945
Europe,Medium,DEU,WRI1005913,KW Rheinfelden,46.7,2010,2004,2013,47.5699,7.8101
Europe,Small,DEU,WRI1006140,Weserkraftwerk Bremen,9.9,2012,2006,2015,53.0611,8.8649
Europe,Medium,DEU,WRI1006149,WKW,24,2009,2003,2012,47.5985,8.171
Europe,Medium,ESP,WRI1006282,C.H. RIALB 2.,24.774,2007,2001,2010,41.9753,1.2561
Europe,Medium,ESP,WRI1006283,C.H. SAHECHORES,20.216,2007,2001,2010,42.6563,-5.1753
Europe,Medium,ESP,WRI1006398,CONTRERAS II 1,13.99,2009,2003,2012,39.5333,-1.6
Europe,Large,ESP,WRI1007869,San Esteban II  Grupo 1,438.45,2012,2009,2015,42.4143,-7.6533
Europe,Large,AUT,WRI1019153,Kopswerk II,525,2008,2004,2011,46.975,10.043
Europe,Medium,SWE,WRI1019415,Avestaforsen,24,2007,2001,2010,60.1454,16.1679
South America,Medium,PER,WRI1022072,El Platanal,220,2010,2004,2013,-12.8374,-75.9774
Europe,Medium,PRT,WRI1022569,Feiticeiro (Baixo Sabor - Jusante),36,2015,2009,2018,41.202,-7.0936
Europe,Medium,PRT,WRI1022575,Ribeiradio,73.6,2015,2009,2018,40.7422,-8.3194
Europe,Small,PRT,WRI1022659,Agilde,2,2012,2006,2015,41.3545,-8.1028
Europe,Small,PRT,WRI1022664,Alvito,3.4,2010,2004,2013,38.2788,-7.9093
Europe,Small,PRT,WRI1022685,Candemil,2,2011,2005,2014,41.2468,-7.9745
Europe,Small,PRT,WRI1022686,Canedo,10,2008,2002,2011,41.6204,-7.7394
Europe,Small,PRT,WRI1022718,Granja do Tedo,2.2,2008,2002,2011,41.0642,-7.6148
Europe,Small,PRT,WRI1022731,Lourido,2.8,2012,2006,2015,41.3948,-8.1974
Europe,Small,PRT,WRI1022734,Meimoa,5.7,2010,2004,2013,40.2597,-7.1389
Europe,Small,PRT,WRI1022747,Odivelas,2.5,2010,2004,2013,38.1852,-8.1153
Europe,Small,PRT,WRI1022769,Ponte Europa,1,2007,2001,2010,41.4807,-7.1878
Europe,Small,PRT,WRI1022785,Roxo,1.7,2010,2004,2013,37.9303,-8.0812
Europe,Small,PRT,WRI1022796,Serpa,1.7,2010,2004,2013,37.9921,-7.6045
Europe,Small,PRT,WRI1022804,Teixo,7,2008,2002,2011,40.5763,-8.2807
Europe,Small,PRT,WRI1022807,Trutas,2.2,2009,2003,2012,41.8478,-6.9361
Europe,Small,PRT,WRI1022811,Vale de Madeira,1.35,2008,2002,2011,40.7981,-7.0148
Europe,Small,PRT,WRI1022814,Vales,3.2,2009,2003,2012,41.4419,-7.4985
Africa,Large,ETH,WRI1022986,Gilgel Gibe III,"1,870.00",2015,2006,2018,6.8482,37.3018
South America,Medium,ECU,WRI1022990,Manduriacu,65,2015,2009,2018,0.2147,-78.9122
Africa,Medium,MAR,WRI1023692,Elborj,22,2010,2004,2013,33.1545,-8.115
Africa,Small,ZAF,WRI1026016,Bethlehem Hydro,7,2009,2003,2012,-28.217,28.3631
Asia,Medium,LAO,WRI1026796,Nam Lik 1-2,100,2010,2004,2013,18.7942,102.1162
Asia,Medium,LAO,WRI1026805,Xekaman 3,250,2012,2006,2015,15.3755,107.4064
Asia,Medium,KHM,WRI1026835,Kamchay,193,2011,2005,2014,10.7041,104.1175
Asia,Medium,KHM,WRI1026837,Stung Atai,120,2013,2007,2016,12.0752,103.1899
Asia,Large,KHM,WRI1026838,Lower Russei Chrum,338,2014,2010,2017,11.7818,103.0854
Asia,Medium,KHM,WRI1026839,Stung Tatai,246,2014,2008,2017,11.6346,103.2612
Asia,Medium,IRN,WRI1029944,Gara Chilar,130,2015,2009,2018,38.8658,46.5308
Asia,Medium,VNM,WRI1030752,Bac Binh,33,2009,2003,2012,11.3711,108.33
Asia,Medium,VNM,WRI1030754,La Hieng 2,18,2015,2009,2018,13.5017,108.85
Asia,Small,VNM,WRI1030779,Dai Nga,10,2015,2009,2018,11.4219,107.8754
Asia,Medium,VNM,WRI1030780,Dam'Bri,75,2014,2008,2017,11.5827,107.6726
Asia,Medium,VNM,WRI1030781,Dai Ninh,300,2008,2002,2011,11.6499,108.3202
Asia,Medium,VNM,WRI1030782,Dong Nai 2,70,2015,2009,2018,11.7129,108.0579
Asia,Medium,VNM,WRI1030783,Da Dang 2,34,2010,2004,2013,11.7219,108.2468
Asia,Medium,VNM,WRI1030785,Dong Nai 5,150,2015,2009,2018,11.7927,107.5534
Asia,Small,VNM,WRI1030786,Ha Song Pha 1,5.4,2013,2007,2016,11.8284,108.6906
Asia,Small,VNM,WRI1030787,Ha Song Pha 2,5.1,2015,2009,2018,11.8319,108.7073
Asia,Medium,VNM,WRI1030789,Dak Sin 1,28,2015,2009,2018,11.8186,107.459
Asia,Small,VNM,WRI1030792,Bu Ca Mau,4,2009,2003,2012,11.8713,106.9768
Asia,Medium,VNM,WRI1030793,Dong Nai 3,180,2011,2005,2014,11.8722,107.8887
Asia,Large,VNM,WRI1030794,Dong Nai 4,340,2012,2005,2015,11.8851,107.7286
Asia,Small,VNM,WRI1030795,Quang Tin,5,2009,2003,2012,11.9631,107.4493
Asia,Small,VNM,WRI1030797,Dak Ru,7.5,2008,2002,2011,11.9522,107.4042
Asia,Medium,VNM,WRI1030799,Dak R'Tih,144,2011,2005,2014,11.9902,107.6597
Asia,Medium,VNM,WRI1030801,Dak Glun,18,2011,2005,2014,12.0252,107.1834
Asia,Small,VNM,WRI1030803,Da Nhim Thuong 2,7.5,2010,2004,2013,12.1161,108.5852
Asia,Small,VNM,WRI1030804,Dac Me,5,2011,2005,2014,12.1333,108.313
Asia,Medium,VNM,WRI1030805,Yan-Tann-Sien,19.5,2010,2004,2013,12.1526,108.3787
Asia,Medium,VNM,WRI1030806,Dak N'teng,13,2011,2005,2014,12.1958,107.9268
Asia,Medium,VNM,WRI1030808,Buon Tua Srah,86,2009,2003,2012,12.2852,108.0383
Asia,Medium,VNM,WRI1030809,Song Giang 2,37,2014,2008,2017,12.3729,108.8374
Asia,Medium,VNM,WRI1030810,Krong Kmar,12,2008,2002,2011,12.452,108.3372
Asia,Medium,VNM,WRI1030811,Buon Kuop,280,2011,2005,2014,12.5305,107.9243
Asia,Medium,VNM,WRI1030813,Dray H'Linh 2,16,2007,2001,2010,12.6757,107.9041
Asia,Medium,VNM,WRI1030814,SrePok 3,220,2009,2003,2012,12.7524,107.8768
Asia,Small,VNM,WRI1030815,Ea MDoal 3,5,2010,2004,2013,12.7999,108.9287
Asia,Medium,VNM,WRI1030816,SrePok 4,80,2010,2004,2013,12.8072,107.8551
Asia,Medium,VNM,WRI1030817,Sre Pok 4a,64,2014,2008,2017,12.8935,107.8123
Asia,Medium,VNM,WRI1030819,Song Ba Ha,220,2008,2002,2011,13.0226,108.9039
Asia,Medium,VNM,WRI1030820,Dak Srong 3B,20,2012,2006,2015,13.3381,108.5587
Asia,Small,VNM,WRI1030821,Dak Srong 3A,10,2014,2008,2017,13.3473,108.5323
Asia,Medium,VNM,WRI1030823,Dak Srong 2,24,2010,2004,2013,13.6786,108.5649
Asia,Small,VNM,WRI1030825,Ia Grai 2,7.5,2014,2008,2017,13.9756,107.7928
Asia,Medium,VNM,WRI1030826,Ia Grai 1,10.8,2012,2006,2015,13.9757,107.7278
Asia,Large,VNM,WRI1030827,Se San 4,360,2009,2004,2012,13.9678,107.4953
Asia,Medium,VNM,WRI1030828,An Khe - Kanak,173,2009,2003,2012,14.0148,108.6796
Asia,Small,VNM,WRI1030829,Ia Grai 3,7.5,2007,2001,2010,14.0222,107.649
Asia,Medium,VNM,WRI1030830,Se San 3A,108,2007,2001,2010,14.1063,107.6577
Asia,Small,VNM,WRI1030831,Dinh Binh,9.9,2008,2002,2011,14.1565,108.7727
Asia,Medium,VNM,WRI1030832,Dak Doa,14,2010,2004,2013,14.1847,108.1064
Asia,Medium,VNM,WRI1030836,Vinh Son 5,28,2014,2008,2017,14.3611,108.7203
Asia,Medium,VNM,WRI1030838,PleiKrong,100,2009,2003,2012,14.4084,107.863
Asia,Small,VNM,WRI1030839,Dak Po ne 2,3.6,2008,2002,2011,14.526,108.2992
Asia,Small,VNM,WRI1030840,Dak Ne,8.1,2010,2004,2013,14.5281,108.2191
Asia,Medium,VNM,WRI1030841,Dak Po Ne,15.6,2009,2003,2012,14.5759,108.3049
Asia,Medium,VNM,WRI1030842,Dak Psi 3,15,2012,2006,2015,14.6613,107.9367
Asia,Small,VNM,WRI1030843,Dak Pia,2.2,2012,2006,2015,14.6651,108.1593
Asia,Medium,VNM,WRI1030844,Thuong Kon Tum,220,2014,2008,2017,14.6941,108.2299
Asia,Small,VNM,WRI1030846,Dak Ro Sa 2,2.4,2012,2006,2015,14.7135,107.8211
Asia,Small,VNM,WRI1030847,Dak Ro Sa,7.5,2007,2001,2010,14.7473,107.8358
Asia,Medium,VNM,WRI1030848,Dak Psi 4,30,2010,2004,2013,14.7684,108.0027
Asia,Small,VNM,WRI1030849,Dak Lay,3.2,2015,2009,2018,14.7979,108.0074
Asia,Medium,VNM,WRI1030850,DakDrinh,125,2014,2008,2017,14.9785,108.3013
Asia,Medium,VNM,WRI1030851,Nuoc Trong,16.5,2012,2006,2015,15.0809,108.4118
Asia,Small,VNM,WRI1030852,Ta Vi,3,2011,2005,2014,15.2624,108.1466
Asia,Medium,VNM,WRI1030853,Song Tranh 2,190,2010,2004,2013,15.3312,108.1478
Asia,Medium,VNM,WRI1030854,Song Tranh 3,62,2013,2007,2016,15.4443,108.143
Asia,Medium,VNM,WRI1030855,Dak Mi 4,190,2012,2006,2015,15.459,107.9124
Asia,Medium,VNM,WRI1030856,Dak Mi 4C,18,2012,2006,2015,15.4642,107.929
Asia,Medium,VNM,WRI1030857,Song Bung 4,156,2015,2009,2018,15.7258,107.6512
Asia,Medium,VNM,WRI1030858,Song Bung 4A,49,2012,2006,2015,15.7646,107.6802
Asia,Medium,VNM,WRI1030859,A Vuong,210,2008,2002,2011,15.7998,107.6171
Asia,Medium,VNM,WRI1030860,Song Bung 5,57,2013,2007,2016,15.8077,107.7472
Asia,Medium,VNM,WRI1030861,Song Bung 6,29,2012,2006,2015,15.8186,107.7787
Asia,Medium,VNM,WRI1030862,ZaHung,30,2009,2003,2012,15.86,107.6538
Asia,Medium,VNM,WRI1030863,Song Con 2,63,2009,2003,2012,15.9332,107.8081
Asia,Medium,VNM,WRI1030864,A Luoi,170,2012,2006,2015,16.2266,107.2728
Asia,Medium,VNM,WRI1030865,Ta Trach,21,2013,2007,2016,16.3164,107.6374
Asia,Medium,VNM,WRI1030866,Binh Dien,44,2009,2003,2012,16.3172,107.5028
Asia,Medium,VNM,WRI1030867,Huong Dien,81,2010,2004,2013,16.4601,107.4233
Asia,Small,VNM,WRI1030868,Khe Ron,6,2009,2003,2012,17.9168,105.9706
Asia,Medium,VNM,WRI1030869,Ho Ho,14,2010,2004,2013,18.0464,105.8334
Asia,Medium,VNM,WRI1030871,Huong Son,33,2012,2006,2015,18.446,105.1513
Asia,Large,VNM,WRI1030872,Ban Ve,320,2010,2004,2013,19.3404,104.4873
Asia,Medium,VNM,WRI1030873,Nam Mo,18,2013,2007,2016,19.4142,104.1123
Asia,Medium,VNM,WRI1030874,Nam Pong,32,2014,2008,2017,19.5184,105.0377
Asia,Medium,VNM,WRI1030875,Ban Coc,18,2009,2003,2012,19.6053,104.859
Asia,Small,VNM,WRI1030876,Song Muc,2,2008,2002,2011,19.6106,105.5416
Asia,Small,VNM,WRI1030877,Sao Va,3,2010,2004,2013,19.6605,104.9386
Asia,Medium,VNM,WRI1030878,Hua Na,180,2013,2007,2016,19.8381,105.0846
Asia,Medium,VNM,WRI1030879,Cua Dat,97,2010,2004,2013,19.8782,105.2731
Asia,Medium,VNM,WRI1030880,Ba Thuoc 2,80,2012,2006,2015,20.321,105.3281
Asia,Small,VNM,WRI1030882,Ta Niet,3.6,2014,2008,2017,20.8944,104.5229
Asia,Medium,VNM,WRI1030884,Suoi Sap 3,14,2011,2005,2014,21.2235,104.4954
Asia,Small,VNM,WRI1030885,Hang Dong A1,8.4,2012,2006,2015,21.2658,104.5407
Asia,Small,VNM,WRI1030886,Nam Mo 3,10,2009,2003,2012,21.3198,104.3022
Asia,Medium,VNM,WRI1030890,Nam Hoa 1,18,2015,2009,2018,21.3557,103.4076
Asia,Medium,VNM,WRI1030891,Suoi Lum 1,20,2013,2007,2016,21.3884,104.231
Asia,Medium,VNM,WRI1030892,Nam La,32,2011,2005,2014,21.4049,103.9836
Asia,Medium,VNM,WRI1030893,Nam Pia,15,2009,2003,2012,21.4452,104.1691
Asia,Medium,VNM,WRI1030897,Pa Chien,22,2013,2007,2016,21.476,104.0403
Asia,Large,VNM,WRI1030899,Son La,"2,400.00",2012,2005,2015,21.4971,103.996
Asia,Medium,VNM,WRI1030900,Nam Chien 2,32,2009,2003,2012,21.5001,104.0908
Asia,Small,VNM,WRI1030901,Hat Liu,5,2014,2008,2017,21.5067,104.3622
Asia,Small,VNM,WRI1030903,Ho Nui Coc,1.89,2009,2003,2012,21.5565,105.73
Asia,Medium,VNM,WRI1030904,Nam Khot,14,2011,2005,2014,21.6315,104.1718
Asia,Large,VNM,WRI1030905,Huoi Quang,520,2015,2008,2018,21.6965,103.8776
